lakeid,year4,daynum,sampledate,sta,secnview,timeon,timeoff,airtemp,windir,windspd,waveht,cloud,ice
BM,2009,119,2009-04-29,1,4.9,1110,1258,11,SE,8,5,100,
BM,2009,132,2009-05-12,1,5.7,1430,1545,15,SSW,15,15,75,
BM,2009,146,2009-05-26,1,6.3,1542,1743,11,SE,3,1,100,
BM,2009,161,2009-06-10,1,7.4,948,1124,15,NNE,9,5,100,
BM,2009,174,2009-06-23,1,9.5,1351,1703,31,SW,5,6,5,
BM,2009,188,2009-07-07,1,5.5,1456,1623,20,N,7,6,25,
BM,2009,201,2009-07-20,1,5,1040,1344,21,SW,5,7,60,
BM,2009,216,2009-08-04,1,6.2,1252,1415,19,NW,14,7,45,
BM,2009,229,2009-08-17,1,6.1,925,1147,22,SW,6,7,5,
BM,2009,244,2009-09-01,1,5.5,1047,1220,21,SW,3,5,0,
BM,2009,257,2009-09-14,1,6.8,937,1148,23,WSW,1,3,0,
BM,2009,264,2009-09-21,1,,,,,,,,,
BM,2009,272,2009-09-29,1,3.1,920,1050,6,N,10,8,100,
BM,2009,285,2009-10-12,1,4.7,1336,1536,1,,0,1,100,
BM,2009,299,2009-10-26,1,5,1358,1519,5,,0,1,100,
BM,2009,314,2009-11-10,1,6,930,1130,9,,0,0,0,
BM,2010,18,2010-01-18,1,7.9,1202,1340,-2,SW,7,,100,1
BM,2010,43,2010-02-12,1,7.9,1215,1343,-6,NW,5,,20,1
BM,2010,103,2010-04-13,1,3,1117,1250,8,E,18,10,100,
BM,2010,123,2010-05-03,1,4.2,1110,1240,10,S,18,15,100,
BM,2010,130,2010-05-10,1,5.9,1405,1545,15,E,8,8,60,
BM,2010,145,2010-05-25,1,9.25,946,1140,26,,0,0,70,
BM,2010,158,2010-06-07,1,6.1,1010,1250,18,W,3,1,65,
BM,2010,175,2010-06-24,1,6.2,911,1030,25.5,SW,8,12,10,
BM,2010,190,2010-07-09,1,7,936,1145,24,W,8,11,70,
BM,2010,201,2010-07-20,1,5.7,1328,1424,24,W,4,5,100,
BM,2010,214,2010-08-02,1,6.2,905,1105,25,W,12,15,100,
BM,2010,229,2010-08-17,1,4.9,850,1030,18,NW,18,25,10,
BM,2010,242,2010-08-30,1,4,1157,1354,29,SW,6,10,50,
BM,2010,258,2010-09-15,1,4.3,1342,1515,11,ESE,6,3,100,
BM,2010,270,2010-09-27,1,4,1324,1521,18,SSW,8,5,90,
BM,2010,287,2010-10-14,1,5.2,845,1015,10,SW,8,6,30,
BM,2010,302,2010-10-29,1,5.1,1435,1634,5,SSW,3,5,95,
BM,2010,315,2010-11-11,1,7.2,908,1122,7,SW,10,8,0,
BM,2011,14,2011-01-14,1,5.9,1230,1400,-6,SSE,4,,100,
BM,2011,47,2011-02-16,1,9.5,1345,1508,8,S,4,,5,
BM,2011,81,2011-03-22,1,8,1100,1220,1,NE,6,,100,
BM,2011,125,2011-05-05,1,6.1,1020,1215,5,SSE,5,2,100,
BM,2011,137,2011-05-17,1,5.1,1012,1217,13,ENE,6,10,0,
BM,2011,151,2011-05-31,1,4.1,1041,1312,24,SSW,20,21,95,
BM,2011,165,2011-06-14,1,6.1,1313,1510,21,ESE,9,12,10,
BM,2011,182,2011-07-01,1,5.2,1023,1203,29,SSW,5,3,100,
BM,2011,193,2011-07-12,1,5.9,1245,1430,23,NNW,6,10,90,
BM,2011,208,2011-07-27,1,5,955,1142,19,ESE,9,10,100,
BM,2011,221,2011-08-09,1,4.4,924,1107,20,WSW,14,10,95,
BM,2011,235,2011-08-23,1,5.1,1000,1230,26,SSW,9,13,90,
BM,2011,249,2011-09-06,1,5.8,955,1127,20,,0,1,25,
BM,2011,262,2011-09-19,1,6,1330,1530,16,NW,6,7,0,
BM,2011,276,2011-10-03,1,5.9,1306,1423,20,NNW,3,1,0,
BM,2011,291,2011-10-18,1,4.6,1439,1650,10.5,NNW,8,10,50,
BM,2011,305,2011-11-01,1,4.4,937,1050,7,SSW,10,10,100,
BM,2011,319,2011-11-15,1,4.6,1429,1620,6,SE,2,2,40,
BM,2012,11,2012-01-11,1,8.1,1137,1258,4,,0,,100,
BM,2012,51,2012-02-20,1,6.7,1020,1154,0,SSE,9,,100,
BM,2012,94,2012-04-03,1,4.4,1030,1205,8,N,7,5,100,
BM,2012,110,2012-04-19,1,5.2,1046,1152,6,NE,7,5,75,
BM,2012,121,2012-04-30,1,7.9,1325,1500,13,,0,0,100,
BM,2012,138,2012-05-17,1,7.7,1417,1520,20,SE,18,10,100,
BM,2012,150,2012-05-29,1,7.6,1330,1506,16,WSW,10,12,72,
BM,2012,165,2012-06-13,1,5.1,1215,1322,25,SSW,5,12,20,
BM,2012,177,2012-06-25,1,7.1,948,1123,31,ENE,2,4,2,
BM,2012,192,2012-07-10,1,6.6,1236,1337,34,NNE,4,3,70,
BM,2012,205,2012-07-23,1,6.1,1006,1136,27,WSW,7,22,6,
BM,2012,222,2012-08-09,1,4.4,1430,1529,15,NNE,7,12,100,
BM,2012,233,2012-08-20,1,4.3,1024,1318,22,SW,7,13,70,
BM,2012,248,2012-09-04,1,5.3,1004,1141,29,SW,6,5,60,
BM,2012,261,2012-09-17,1,4.4,1510,1706,12.5,NW,8,5,85,
BM,2012,275,2012-10-01,1,4.3,1300,1546,21,W,5,2,10,
BM,2012,291,2012-10-17,1,4.3,928,1120,12,NE,5,8,90,
BM,2012,303,2012-10-29,1,7.9,946,1205,15.5,,0,0,0,
BM,2012,318,2012-11-13,1,8.1,1020,1220,0,SW,8,8,0,
CB,1981,211,1981-07-30,1,,,,21,S,8,,,
CB,1981,222,1981-08-10,1,,,,24,W,5,0,50,
CB,1981,239,1981-08-27,1,,,,21,SE,8,0,70,
CB,1981,253,1981-09-10,1,,,,28.1,,0,0,0,
CB,1981,268,1981-09-25,1,,,,15.5,SE,4,0,99,
CB,1981,296,1981-10-23,1,,,,2,NNW,5,3,20,
CB,1982,18,1982-01-18,1,1,1300,1440,-10,,0,,0,1
CB,1982,53,1982-02-22,1,1.1,1045,1154,3.5,E,4,,95,1
CB,1982,97,1982-04-07,1,1.1,1415,1445,0,,0,,0,1
CB,1982,133,1982-05-13,1,1.2,1402,1455,17,,0,2,99,
CB,1982,144,1982-05-24,1,1.5,1052,1202,21,E,3,0,25,
CB,1982,161,1982-06-10,1,1.5,1400,1600,18.5,W,8,3,20,
CB,1982,174,1982-06-23,1,1.6,1443,1525,21,S,2,0,80,
CB,1982,187,1982-07-06,1,1.9,954,1112,25,,7,3,50,
CB,1982,203,1982-07-22,1,1.4,1008,1058,22,S,1,1,25,
CB,1982,216,1982-08-04,1,1.5,1317,1408,23,,0,0,60,
CB,1982,231,1982-08-19,1,1,1445,1535,27.5,W,3,1,5,
CB,1982,250,1982-09-07,1,1.2,1537,1640,19.8,,0,0,5,
CB,1982,265,1982-09-22,1,2.2,1418,1507,19,,0,0,0,
CB,1982,279,1982-10-06,1,1.4,1425,1511,18,SW,1,2,50,
CB,1982,295,1982-10-22,1,1.5,1412,1508,5.4,W,3,0,10,
CB,1982,315,1982-11-11,1,1.8,1435,1528,2.9,,0,0,99,
CB,1982,335,1982-12-01,1,1.2,1025,1119,2.8,,2,,99,
CB,1983,11,1983-01-11,1,1.3,930,1100,-6,W,8,,99,1
CB,1983,11,1983-01-11,1,,,,,,,,,1
CB,1983,54,1983-02-23,1,1,1050,1210,1,,0,,99,1
CB,1983,54,1983-02-23,1,,,,,,,,,1
CB,1983,84,1983-03-25,1,1.1,1135,1318,0.7,S,1,,0,1
CB,1983,84,1983-03-25,1,,,,,,,,,1
CB,1983,132,1983-05-12,1,1.4,1615,1753,18,SSE,2,1,99,
CB,1983,132,1983-05-12,1,,,,,,,,,
CB,1983,146,1983-05-26,1,1.1,1524,1650,,,0,0,2,
CB,1983,146,1983-05-26,1,,,,,,,,,
CB,1983,158,1983-06-07,1,0.9,1545,1705,19,W,1,1,0,
CB,1983,158,1983-06-07,1,,,,,,,,,
CB,1983,174,1983-06-23,1,1.6,1413,1552,26.8,N,3,1,0,
CB,1983,174,1983-06-23,1,,,,,,,,,
CB,1983,188,1983-07-07,1,1.1,1457,1600,27.5,S,5,1,20,
CB,1983,188,1983-07-07,1,,,,,,,,,
CB,1983,200,1983-07-19,1,1.4,1345,1500,28,S,1,0,35,
CB,1983,200,1983-07-19,1,,,,,,,,,
CB,1983,213,1983-08-01,1,1.7,1535,1645,26,N,2,2,10,
CB,1983,213,1983-08-01,1,,,,,,,,,
CB,1983,230,1983-08-18,1,1.6,837,940,22,,0,0,10,
CB,1983,230,1983-08-18,1,,,,,,,,,
CB,1983,250,1983-09-07,1,1.6,1520,1642,20.8,W,1,0,20,
CB,1983,250,1983-09-07,1,,,,,,,,,
CB,1983,272,1983-09-29,1,2,1030,1127,19.8,,0,0,99,
CB,1983,272,1983-09-29,1,,,,,,,,,
CB,1983,291,1983-10-18,1,2,1542,1653,7.8,,0,0,99,
CB,1983,291,1983-10-18,1,,,,,,,,,
CB,1983,320,1983-11-16,1,1.3,1357,1512,2,,0,0,99,
CB,1983,320,1983-11-16,1,,,,,,,,,
CB,1984,5,1984-01-05,1,1.3,935,1039,2,W,2,,99,1
CB,1984,5,1984-01-05,1,,,,,,,,,1
CB,1984,51,1984-02-20,1,1.3,1413,1605,5,W,5,,3,1
CB,1984,51,1984-02-20,1,,,,,,,,,1
CB,1984,100,1984-04-09,1,1.2,1300,1434,11.8,N,3,,99,1
CB,1984,100,1984-04-09,1,,,,,,,,,1
CB,1984,131,1984-05-10,1,1.5,1533,1645,13.8,S,5,0,99,
CB,1984,131,1984-05-10,1,,,,,,,,,
CB,1984,145,1984-05-24,1,1.4,1435,1600,18.5,S,15,2,95,
CB,1984,145,1984-05-24,1,,,,,,,,,
CB,1984,157,1984-06-05,1,1.6,1333,1442,27,S,7,3,55,
CB,1984,157,1984-06-05,1,,,,,,,,,
CB,1984,170,1984-06-18,1,1.3,1500,1551,28.2,W,4,2,35,
CB,1984,170,1984-06-18,1,,,,,,,,,
CB,1984,186,1984-07-04,1,1.8,940,1033,,SW,3,,3,
CB,1984,186,1984-07-04,1,,,,,,,,,
CB,1984,200,1984-07-18,1,1.3,1453,1550,25.4,,0,0,45,
CB,1984,200,1984-07-18,1,,,,,,,,,
CB,1984,213,1984-07-31,1,1.7,1413,1504,25.3,SW,5,2,70,
CB,1984,213,1984-07-31,1,,,,,,,,,
CB,1984,229,1984-08-16,1,1.9,1000,1200,23.8,,0,0,2,
CB,1984,229,1984-08-16,1,,,,,,,,,
CB,1984,250,1984-09-06,1,2.1,1327,1445,21.5,W,6,1,70,
CB,1984,250,1984-09-06,1,,,,,,,,,
CB,1984,268,1984-09-24,1,2.6,1032,1108,12.6,,0,0,99,
CB,1984,268,1984-09-24,1,,,,,,,,,
CB,1984,291,1984-10-17,1,2.3,1229,1315,11,SW,4,1,3,
CB,1984,291,1984-10-17,1,,,,,,,,,
CB,1984,310,1984-11-05,1,2.5,1329,1425,2.5,NW,7,2,89,
CB,1984,310,1984-11-05,1,,,,,,,,,
CB,1985,15,1985-01-15,1,1.7,1402,1515,-10.5,,0,,80,1
CB,1985,15,1985-01-15,1,,,,,,,,,1
CB,1985,57,1985-02-26,1,1.4,1420,1520,-6,SW,5,,99,1
CB,1985,57,1985-02-26,1,,,,,,,,,1
CB,1985,85,1985-03-26,1,0.8,1310,1410,8,W,5,,99,1
CB,1985,85,1985-03-26,1,,,,,,,,,1
CB,1985,122,1985-05-02,1,1.9,1140,1232,13.5,NW,1,0,99,
CB,1985,122,1985-05-02,1,,,,,,,,,
CB,1985,134,1985-05-14,1,1.4,1415,1516,19.9,,1,0,80,
CB,1985,134,1985-05-14,1,,,,,,,,,
CB,1985,150,1985-05-30,1,1.7,1450,1609,23.8,W,1,0,10,
CB,1985,150,1985-05-30,1,,,,,,,,,
CB,1985,161,1985-06-10,1,1.6,1345,1440,17.5,NW,3,1,70,
CB,1985,161,1985-06-10,1,,,,,,,,,
CB,1985,176,1985-06-25,1,1.7,1323,1435,22.5,SE,3,2,99,
CB,1985,176,1985-06-25,1,,,,,,,,,
CB,1985,191,1985-07-10,1,1.7,925,,15,W,4,0,99,
CB,1985,191,1985-07-10,1,,,,,,,,,
CB,1985,203,1985-07-22,1,1.4,947,1045,20,NNW,8,1,13,
CB,1985,203,1985-07-22,1,,,,,,,,,
CB,1985,217,1985-08-05,1,1.9,1348,1444,26,SW,10,1,55,
CB,1985,217,1985-08-05,1,,,,,,,,,
CB,1985,232,1985-08-20,1,1.9,1425,1533,17,E,2,0,99,
CB,1985,232,1985-08-20,1,,,,,,,,,
CB,1985,252,1985-09-09,1,2.4,920,1015,14,,4,0,99,
CB,1985,252,1985-09-09,1,,,,,,,,,
CB,1985,276,1985-10-03,1,2.5,1406,1445,,S,4,0,5,
CB,1985,276,1985-10-03,1,,,,,,,,,
CB,1985,297,1985-10-24,1,2.7,1209,1257,15,W,9,1,15,
CB,1985,297,1985-10-24,1,,,,,,,,,
CB,1985,316,1985-11-12,1,,835,941,1,SSW,2,,99,
CB,1985,316,1985-11-12,1,,,,,,,,,
CB,1986,13,1986-01-13,1,1,1032,1139,-2.5,W,1,,99,1
CB,1986,13,1986-01-13,1,,,,,,,,,1
CB,1986,56,1986-02-25,1,2,1303,1410,4,,0,,95,1
CB,1986,56,1986-02-25,1,,,,,,,,,1
CB,1986,113,1986-04-23,1,1.1,1246,1330,17.5,S,5,1,62,
CB,1986,113,1986-04-23,1,,,,,,,,,
CB,1986,126,1986-05-06,1,1,1453,1525,18,S,15,8,3,
CB,1986,126,1986-05-06,1,,,,,,,,,
CB,1986,140,1986-05-20,1,1.8,1400,1530,19,N,8,1,0,
CB,1986,140,1986-05-20,1,,,,,,,,,
CB,1986,153,1986-06-02,1,1.6,1220,1308,,NE,8,1,1,
CB,1986,153,1986-06-02,1,,,,,,,,,
CB,1986,168,1986-06-17,1,1.9,945,1050,18,NNW,3,1,0,
CB,1986,168,1986-06-17,1,,,,,,,,,
CB,1986,182,1986-07-01,1,1.9,1205,,20,SE,8,0,95,
CB,1986,182,1986-07-01,1,,,,,,,,,
CB,1986,195,1986-07-14,1,1.6,1430,1526,19.5,N,8,0,15,
CB,1986,195,1986-07-14,1,,,,,,,,,
CB,1986,212,1986-07-31,1,2,938,,24,,0,0,0,
CB,1986,212,1986-07-31,1,,,,,,,,,
CB,1986,223,1986-08-11,1,1.4,1424,1514,21.5,SW,8,1,50,
CB,1986,223,1986-08-11,1,,,,,,,,,
CB,1986,239,1986-08-27,1,1.5,1330,1420,,NW,8,0,80,
CB,1986,239,1986-08-27,1,,,,,,,,,
CB,1986,252,1986-09-09,1,,1018,1110,17.9,VAR,3,0,5,
CB,1986,252,1986-09-09,1,,,,,,,,,
CB,1986,266,1986-09-23,1,1.1,1435,1505,19.5,SW,19,1,40,
CB,1986,266,1986-09-23,1,,,,,,,,,
CB,1986,281,1986-10-08,1,1.5,1031,1114,8.9,V,3,0,99,
CB,1986,281,1986-10-08,1,,,,,,,,,
CB,1986,293,1986-10-20,1,1.8,1415,1444,18.1,S,13,0,5,
CB,1986,293,1986-10-20,1,,,,,,,,,
CB,1986,309,1986-11-05,1,1.5,1418,1510,,VAR,3,0,99,
CB,1986,309,1986-11-05,1,,,,,,,,,
CB,1987,20,1987-01-20,1,0.5,1328,1400,-9,NW,15,,5,1
CB,1987,20,1987-01-20,1,,,,,,,,,1
CB,1987,54,1987-02-23,1,0.4,1230,1315,3,W,1,,99,1
CB,1987,54,1987-02-23,1,,,,,,,,,1
CB,1987,78,1987-03-19,1,1,1245,1335,11,W,7,,0,1
CB,1987,78,1987-03-19,1,,,,,,,,,1
CB,1987,103,1987-04-13,1,1.5,1125,1212,18,NE,3,1,99,
CB,1987,103,1987-04-13,1,,,,,,,,,
CB,1987,120,1987-04-30,1,1.5,927,1005,8.2,,0,0,99,
CB,1987,120,1987-04-30,1,,,,,,,,,
CB,1987,139,1987-05-19,1,1.7,1430,,,,0,0,99,
CB,1987,139,1987-05-19,1,,,,,,,,,
CB,1987,154,1987-06-03,1,2,1122,1149,,SW,3,1,99,
CB,1987,154,1987-06-03,1,,,,,,,,,
CB,1987,174,1987-06-23,1,1.6,950,1045,,,5,1,2,
CB,1987,174,1987-06-23,1,,,,,,,,,
CB,1987,182,1987-07-01,1,1.7,1103,1130,,N,3,1,70,
CB,1987,182,1987-07-01,1,,,,,,,,,
CB,1987,195,1987-07-14,1,2,1327,1427,,NNE,3,1,99,
CB,1987,195,1987-07-14,1,,,,,,,,,
CB,1987,208,1987-07-27,1,2.2,1115,1242,,NW,3,1,1,
CB,1987,208,1987-07-27,1,,,,,,,,,
CB,1987,225,1987-08-13,1,1.8,1337,1428,,E,2,0,99,
CB,1987,225,1987-08-13,1,,,,,,,,,
CB,1987,237,1987-08-25,1,1.7,1417,1453,,,0,0,50,
CB,1987,237,1987-08-25,1,,,,,,,,,
CB,1987,253,1987-09-10,1,1.7,1141,1223,,W,7,2,90,
CB,1987,253,1987-09-10,1,,,,,,,,,
CB,1987,266,1987-09-23,1,1.9,1245,1324,,NW,3,2,0,
CB,1987,266,1987-09-23,1,,,,,,,,,
CB,1987,280,1987-10-07,1,2,1545,1630,,N,10,2,99,
CB,1987,280,1987-10-07,1,,,,,,,,,
CB,1987,293,1987-10-20,1,1.9,929,1008,,,0,0,75,
CB,1987,302,1987-10-29,1,2,1400,1504,,S,8,1,30,
CB,1987,302,1987-10-29,1,,,,,,,,,
CB,1987,321,1987-11-17,1,2,1445,1525,,N,2,1,99,
CB,1987,321,1987-11-17,1,,,,,,,,,
CB,1988,20,1988-01-20,1,1.1,1030,1110,-1,NE,6,,99,1
CB,1988,20,1988-01-20,1,,,,,,,,,1
CB,1988,60,1988-02-29,1,0.9,1425,1535,1,NE,8,,60,1
CB,1988,60,1988-02-29,1,,,,,,,,,1
CB,1988,83,1988-03-23,1,1,1240,1325,3,NE,3,,99,1
CB,1988,83,1988-03-23,1,,,,,,,,,1
CB,1988,112,1988-04-21,1,1.1,1300,1415,8,NW,7,2,50,
CB,1988,112,1988-04-21,1,,,,,,,,,
CB,1988,132,1988-05-11,1,1.9,915,1005,14,S,5,1,99,
CB,1988,132,1988-05-11,1,,,,,,,,,
CB,1988,144,1988-05-23,1,1.8,945,1105,20,W,5,1,0,
CB,1988,144,1988-05-23,1,,,,,,,,,
CB,1988,160,1988-06-08,1,1.6,920,1002,10,N,3,0,99,
CB,1988,160,1988-06-08,1,,,,,,,,,
CB,1988,174,1988-06-22,1,1.5,909,1007,20,NW,8,2,65,
CB,1988,174,1988-06-22,1,,,,,,,,,
CB,1988,189,1988-07-07,1,0.8,1003,1048,29,SW,10,1,10,
CB,1988,189,1988-07-07,1,,,,,,,,,
CB,1988,200,1988-07-18,1,1.1,1347,1447,24,SW,8,1,50,
CB,1988,200,1988-07-18,1,,,,,,,,,
CB,1988,215,1988-08-02,1,1.3,926,1001,28,SW,8,2,70,
CB,1988,215,1988-08-02,1,,,,,,,,,
CB,1988,228,1988-08-15,1,1.4,911,1011,23,S,3,0,0,
CB,1988,228,1988-08-15,1,,,,,,,,,
CB,1988,245,1988-09-01,1,1.7,951,1019,19,SE,8,1,99,
CB,1988,245,1988-09-01,1,,,,,,,,,
CB,1988,258,1988-09-14,1,2.3,900,957,18,N,3,0,5,
CB,1988,258,1988-09-14,1,,,,,,,,,
CB,1988,270,1988-09-26,1,1.4,1429,1503,19,SE,7,0,90,
CB,1988,270,1988-09-26,1,,,,,,,,,
CB,1988,284,1988-10-10,1,1.7,1420,1507,10,NW,10,2,60,
CB,1988,284,1988-10-10,1,,,,,,,,,
CB,1988,301,1988-10-27,1,1.9,1005,1057,1,E,3,0,99,
CB,1988,301,1988-10-27,1,,,,,,,,,
CB,1988,321,1988-11-16,1,2,1032,1117,2,S,15,1,99,
CB,1988,321,1988-11-16,1,,,,,,,,,
CB,1989,19,1989-01-19,1,1,930,1010,-2,S,1,,100,1
CB,1989,19,1989-01-19,1,,,,,,,,,1
CB,1989,52,1989-02-21,1,0.8,1335,1440,-4,W,3,,0,1
CB,1989,52,1989-02-21,1,,,,,,,,,1
CB,1989,87,1989-03-28,1,0.9,900,940,8,W,7,,100,1
CB,1989,87,1989-03-28,1,,,,,,,,,1
CB,1989,124,1989-05-04,1,1.4,905,1003,14,W,7,1,65,
CB,1989,124,1989-05-04,1,,,,,,,,,
CB,1989,136,1989-05-16,1,1.4,900,935,20,,0,0,0,
CB,1989,136,1989-05-16,1,,,,,,,,,
CB,1989,150,1989-05-30,1,1.6,1337,1430,13,W,3,0,100,
CB,1989,150,1989-05-30,1,,,,,,,,,
CB,1989,165,1989-06-14,1,1.5,1338,1412,10,,0,0,100,
CB,1989,165,1989-06-14,1,,,,,,,,,
CB,1989,177,1989-06-26,1,1.5,900,947,22,,0,0,100,
CB,1989,177,1989-06-26,1,,,,,,,,,
CB,1989,192,1989-07-11,1,1.6,1235,1307,24.5,SE,3,1,100,
CB,1989,192,1989-07-11,1,,,,,,,,,
CB,1989,207,1989-07-26,1,1.5,1425,1510,30,SW,3,1,50,
CB,1989,207,1989-07-26,1,,,,,,,,,
CB,1989,221,1989-08-09,1,2,843,916,20,,0,0,0,
CB,1989,221,1989-08-09,1,,,,,,,,,
CB,1989,235,1989-08-23,1,1.4,1333,1422,21.5,NE,3,1,80,
CB,1989,235,1989-08-23,1,,,,,,,,,
CB,1989,249,1989-09-06,1,1.5,1313,1347,25,SE,3,1,2,
CB,1989,249,1989-09-06,1,,,,,,,,,
CB,1989,262,1989-09-19,1,1.4,914,1003,18,S,8,1,50,
CB,1989,262,1989-09-19,1,,,,,,,,,
CB,1989,275,1989-10-02,1,1.4,1208,1234,9.5,NW,8,2,70,
CB,1989,275,1989-10-02,1,,,,,,,,,
CB,1989,291,1989-10-18,1,1.5,854,938,3.5,NW,8,1,10,
CB,1989,291,1989-10-18,1,,,,,,,,,
CB,1989,303,1989-10-30,1,1.5,922,1000,7.5,N,6,2,100,
CB,1989,303,1989-10-30,1,,,,,,,,,
CB,1989,311,1989-11-07,1,1.9,838,923,6.5,,0,0,100,
CB,1989,311,1989-11-07,1,,,,,,,,,
CB,1990,18,1990-01-18,1,1.1,1005,1110,-7,NE,8,,100,1
CB,1990,18,1990-01-18,1,,,,,,,,,1
CB,1990,58,1990-02-27,1,0.8,1355,1447,-4,NW,13,,0,1
CB,1990,58,1990-02-27,1,,,,,,,,,1
CB,1990,87,1990-03-28,1,1.1,905,940,4,E,2,,95,1
CB,1990,87,1990-03-28,1,,,,,,,,,1
CB,1990,122,1990-05-02,1,0.9,1416,1506,13,W,6,2,20,
CB,1990,122,1990-05-02,1,,,,,,,,,
CB,1990,122,1990-05-02,1,,,,,,,,,
CB,1990,135,1990-05-15,1,1.3,1211,1244,12.5,NE,8,1,100,
CB,1990,135,1990-05-15,1,,,,,,,,,
CB,1990,150,1990-05-30,1,2,1227,1331,21,N,5,1,0,
CB,1990,150,1990-05-30,1,,,,,,,,,
CB,1990,162,1990-06-11,1,1.9,855,940,21,SW,13,1,80,
CB,1990,162,1990-06-11,1,,,,,,,,,
CB,1990,176,1990-06-25,1,2,900,1005,,NW,3,0,5,
CB,1990,176,1990-06-25,1,,,,,,,,,
CB,1990,192,1990-07-11,1,1.9,850,922,24,NW,3,0,40,
CB,1990,206,1990-07-25,1,1.6,1332,1420,25,S,13,1,70,
CB,1990,206,1990-07-25,1,,,,,,,,,
CB,1990,218,1990-08-06,1,1.5,850,923,20.5,NE,3,1,10,
CB,1990,218,1990-08-06,1,,,,,,,,,
CB,1990,232,1990-08-20,1,1.6,1328,1428,24,NE,8,1,95,
CB,1990,232,1990-08-20,1,,,,,,,,,
CB,1990,247,1990-09-04,1,2,1521,1553,28,W,5,1,90,
CB,1990,247,1990-09-04,1,,,,,,,,,
CB,1990,260,1990-09-17,1,1.6,849,946,13,N,3,0,85,
CB,1990,260,1990-09-17,1,,,,,,,,,
CB,1990,276,1990-10-03,1,1.4,855,932,17,SW,15,1,100,
CB,1990,276,1990-10-03,1,,,,,,,,,
CB,1990,288,1990-10-15,1,1.8,1357,1449,14,SW,18,2,50,
CB,1990,288,1990-10-15,1,,,,,,,,,
CB,1990,303,1990-10-30,1,2,1251,1324,17.5,NW,3,1,0,
CB,1990,303,1990-10-30,1,,,,,,,,,
CB,1990,312,1990-11-08,1,1.8,1450,1542,4,SW,8,0,90,
CB,1990,312,1990-11-08,1,,,,,,,,,
CB,1991,15,1991-01-15,1,1.3,1330,1410,1,SW,1,,100,1
CB,1991,15,1991-01-15,1,,,,,,,,,1
CB,1991,49,1991-02-18,1,1,1450,1605,-1,SE,7,,100,1
CB,1991,49,1991-02-18,1,,,,,,,,,1
CB,1991,81,1991-03-22,1,1.1,1020,1130,3,SE,6,,100,1
CB,1991,81,1991-03-22,1,,,,,,,,,1
CB,1991,129,1991-05-09,1,1.1,909,1022,17,S,3,1,15,
CB,1991,129,1991-05-09,1,,,,,,,,,
CB,1991,141,1991-05-21,1,1.5,1356,1450,29,S,8,2,85,
CB,1991,141,1991-05-21,1,,,,,,,,,
CB,1991,154,1991-06-03,1,1.3,1336,1428,26,NW,4,1,50,
CB,1991,154,1991-06-03,1,,,,,,,,,
CB,1991,168,1991-06-17,1,1.3,858,1013,28,S,3,1,0,
CB,1991,168,1991-06-17,1,,,,,,,,,
CB,1991,183,1991-07-02,1,1.7,1452,1547,24,W,3,1,50,
CB,1991,183,1991-07-02,1,,,,,,,,,
CB,1991,197,1991-07-16,1,1.4,840,920,25,S,13,2,30,
CB,1991,197,1991-07-16,1,,,,,,,,,
CB,1991,212,1991-07-31,1,1,1251,1335,26,W,10,2,0,
CB,1991,212,1991-07-31,1,,,,,,,,,
CB,1991,224,1991-08-12,1,1.7,1215,1247,26,NW,2,0,0,
CB,1991,238,1991-08-26,1,1.8,843,936,24,SW,10,1,20,
CB,1991,238,1991-08-26,1,,,,,,,,,
CB,1991,253,1991-09-10,1,1.6,1330,1416,19,,0,0,100,
CB,1991,253,1991-09-10,1,,,,,,,,,
CB,1991,268,1991-09-25,1,1.5,928,1007,11,N,10,2,100,
CB,1991,268,1991-09-25,1,,,,,,,,,
CB,1991,281,1991-10-08,1,2.5,923,956,13,,0,0,0,
CB,1991,281,1991-10-08,1,,,,,,,,,
CB,1991,302,1991-10-29,1,2.1,834,922,14,SW,3,1,100,
CB,1991,302,1991-10-29,1,,,,,,,,,
CB,1992,15,1992-01-15,1,1.2,1045,1140,-19,NW,2,,0,1
CB,1992,15,1992-01-15,1,,,,,,,,,1
CB,1992,56,1992-02-25,1,1.3,1110,1215,-1,N,1,,100,1
CB,1992,56,1992-02-25,1,,,,,,,,,1
CB,1992,85,1992-03-25,1,1.1,1030,1135,7,W,13,,70,1
CB,1992,85,1992-03-25,1,,,,,,,,,1
CB,1992,125,1992-05-04,1,1.2,1415,1550,10,N,2,0,100,
CB,1992,125,1992-05-04,1,,,,,,,,,
CB,1992,142,1992-05-21,1,1.4,915,941,27,,0,0,0,
CB,1992,156,1992-06-04,1,1.4,810,915,22,SW,2,0,0,
CB,1992,156,1992-06-04,1,,,,,,,,,
CB,1992,168,1992-06-16,1,1.3,840,907,19,SE,11,2,100,
CB,1992,190,1992-07-08,1,1.1,852,925,21,SSE,2,0,90,
CB,1992,190,1992-07-08,1,,,,,,,,,
CB,1992,197,1992-07-15,1,1.4,903,934,21,SW,2,0,75,
CB,1992,209,1992-07-27,1,1.9,1307,1347,23,N,3,1,0,
CB,1992,209,1992-07-27,1,,,,,,,,,
CB,1992,226,1992-08-13,1,1.8,1343,1432,17.5,E,3,0,40,
CB,1992,226,1992-08-13,1,,,,,,,,,
CB,1992,239,1992-08-26,1,2.1,1345,1445,24,N,3,0,45,
CB,1992,239,1992-08-26,1,,,,,,,,,
