lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
TB,1986,210,1986-07-29,2.464,J,extcoef: Calculated from 2 frlight values
TB,1986,225,1986-08-13,1.917,J,extcoef: Calculated from 2 frlight values
TB,1986,238,1986-08-26,,V,extcoef: Insufficient light data
TB,1986,251,1986-09-08,,V,extcoef: Insufficient light data
TB,1986,268,1986-09-25,,V,extcoef: Insufficient light data
TB,1986,279,1986-10-06,,V,extcoef: Insufficient light data
TB,1986,296,1986-10-23,,V,extcoef: Insufficient light data
TB,1986,308,1986-11-04,,V,extcoef: Insufficient light data
TB,1986,311,1986-11-07,,V,extcoef: No light data
TB,1987,15,1987-01-15,,V,extcoef: Insufficient light data
TB,1987,54,1987-02-23,,V,extcoef: Insufficient light data
TB,1987,79,1987-03-20,4.984,J,extcoef: Calculated from 2 frlight values
TB,1987,103,1987-04-13,4.348,J,extcoef: Calculated from 2 frlight values
TB,1987,120,1987-04-30,1.579,,
TB,1987,138,1987-05-18,,V,extcoef: Insufficient light data
TB,1987,154,1987-06-03,,V,extcoef: Insufficient light data
TB,1987,173,1987-06-22,3.481,J,extcoef: Calculated from 2 frlight values
TB,1987,182,1987-07-01,,V,extcoef: Insufficient light data
TB,1987,197,1987-07-16,,V,extcoef: Insufficient light data
TB,1987,209,1987-07-28,,V,extcoef: Insufficient light data
TB,1987,224,1987-08-12,2.175,J,extcoef: Calculated from 2 frlight values
TB,1987,236,1987-08-24,2.245,J,extcoef: Calculated from 2 frlight values
TB,1987,253,1987-09-10,2.015,J,extcoef: Calculated from 2 frlight values
TB,1987,267,1987-09-24,1.566,J,extcoef: Calculated from 2 frlight values
TB,1987,279,1987-10-06,,V,extcoef: Insufficient light data
TB,1987,292,1987-10-19,,V,extcoef: Insufficient light data
TB,1987,306,1987-11-02,,V,extcoef: Insufficient light data
TB,1987,323,1987-11-19,,V,extcoef: Insufficient light data
TB,1988,14,1988-01-14,,V,extcoef: No light data
TB,1988,61,1988-03-01,,V,extcoef: Insufficient light data
TB,1988,83,1988-03-23,,V,extcoef: Insufficient light data
TB,1988,112,1988-04-21,,V,extcoef: Insufficient light data
TB,1988,131,1988-05-10,,V,extcoef: Insufficient light data
TB,1988,145,1988-05-24,2.464,J,extcoef: Calculated from 2 frlight values
TB,1988,158,1988-06-06,2.818,J,extcoef: Calculated from 2 frlight values
TB,1988,172,1988-06-20,2.934,J,extcoef: Calculated from 2 frlight values
TB,1988,186,1988-07-04,2.095,J,extcoef: Calculated from 2 frlight values
TB,1988,202,1988-07-20,2.386,J,extcoef: Calculated from 2 frlight values
TB,1988,216,1988-08-03,2.351,J,extcoef: Calculated from 2 frlight values
TB,1988,229,1988-08-16,2.272,J,extcoef: Calculated from 2 frlight values
TB,1988,244,1988-08-31,1.45,J,extcoef: Calculated from 2 frlight values
TB,1988,259,1988-09-15,1.534,J,extcoef: Calculated from 2 frlight values
TB,1988,272,1988-09-28,1.593,J,extcoef: Calculated from 2 frlight values
TB,1988,285,1988-10-11,,V,extcoef: Insufficient light data
TB,1988,299,1988-10-25,,V,extcoef: Insufficient light data
TB,1988,308,1988-11-03,,V,extcoef: Insufficient light data
TB,1989,17,1989-01-17,,V,extcoef: Insufficient light data
TB,1989,65,1989-03-06,,V,extcoef: Insufficient light data
TB,1989,86,1989-03-27,3.793,J,extcoef: Calculated from 2 frlight values
TB,1989,123,1989-05-03,2.219,J,extcoef: Calculated from 2 frlight values
TB,1989,138,1989-05-18,,V,extcoef: Insufficient light data
TB,1989,149,1989-05-29,,V,extcoef: Insufficient light data
TB,1989,165,1989-06-14,,V,extcoef: Insufficient light data
TB,1989,178,1989-06-27,4.273,J,extcoef: Calculated from 2 frlight values
TB,1989,194,1989-07-13,2.674,J,extcoef: Calculated from 2 frlight values
TB,1989,205,1989-07-24,2.931,J,extcoef: Calculated from 2 frlight values
TB,1989,220,1989-08-08,,V,extcoef: Insufficient light data
TB,1989,233,1989-08-21,2.368,,
TB,1989,249,1989-09-06,,V,extcoef: Light not monotonically decreasing
TB,1989,263,1989-09-20,3.156,,
TB,1989,276,1989-10-03,2.316,,
TB,1989,289,1989-10-16,2.892,,
TB,1989,303,1989-10-30,3.065,,
TB,1989,311,1989-11-07,2.988,,
TB,1990,15,1990-01-15,,V,extcoef: Insufficient light data
TB,1990,59,1990-02-28,,V,extcoef: No light data
TB,1990,86,1990-03-27,,V,extcoef: No light data
TB,1990,121,1990-05-01,2.784,,
TB,1990,136,1990-05-16,2.365,,
TB,1990,150,1990-05-30,2.15,,
TB,1990,163,1990-06-12,2.207,,
TB,1990,178,1990-06-27,,V,extcoef: Light not monotonically decreasing
TB,1990,193,1990-07-12,2.33,,
TB,1990,205,1990-07-24,2.347,,
TB,1990,220,1990-08-08,2.207,,
TB,1990,234,1990-08-22,2.295,,
TB,1990,249,1990-09-06,2.43,,
TB,1990,260,1990-09-17,2.988,,
TB,1990,274,1990-10-01,3.661,,
TB,1990,289,1990-10-16,3.86,,
TB,1990,302,1990-10-29,3.717,,
TB,1990,312,1990-11-08,3.83,,
TB,1991,16,1991-01-16,,V,extcoef: Insufficient light data
TB,1991,51,1991-02-20,,V,extcoef: Insufficient light data
TB,1991,80,1991-03-21,5.767,,
TB,1991,129,1991-05-09,2.697,,
TB,1991,143,1991-05-23,3.19,,
TB,1991,156,1991-06-05,3.163,,
TB,1991,169,1991-06-18,3.394,,
TB,1991,183,1991-07-02,3.596,,
TB,1991,199,1991-07-18,3.168,,
TB,1991,210,1991-07-29,4.038,,
TB,1991,224,1991-08-12,3.605,,
TB,1991,238,1991-08-26,3.084,,
TB,1991,254,1991-09-11,4.244,,
TB,1991,267,1991-09-24,4.072,,
TB,1991,281,1991-10-08,3.839,,
TB,1991,301,1991-10-28,3.851,,
TB,1991,308,1991-11-04,3.596,,
TB,1992,15,1992-01-15,,V,extcoef: Insufficient light data
TB,1992,57,1992-02-26,,V,extcoef: Insufficient light data
TB,1992,83,1992-03-23,,V,extcoef: Insufficient light data
TB,1992,125,1992-05-04,4.33,,
TB,1992,141,1992-05-20,2.844,,
TB,1992,153,1992-06-01,2.96,,
TB,1992,167,1992-06-15,4.043,,
TB,1992,189,1992-07-07,3.009,,
TB,1992,195,1992-07-13,,V,extcoef: No light data
TB,1992,213,1992-07-31,3.981,,
TB,1992,223,1992-08-10,3.352,,
TB,1992,240,1992-08-27,2.971,,
TB,1992,255,1992-09-11,2.836,,
TB,1992,268,1992-09-24,2.845,,
TB,1992,279,1992-10-05,5.333,,
TB,1992,295,1992-10-21,4.445,,
TB,1992,310,1992-11-05,4.036,,
TB,1993,14,1993-01-14,,V,extcoef: No light data
TB,1993,55,1993-02-24,,V,extcoef: Insufficient light data
TB,1993,82,1993-03-23,,V,extcoef: Insufficient light data
TB,1993,123,1993-05-03,,V,extcoef: No light data
TB,1993,140,1993-05-20,4.005,,
TB,1993,154,1993-06-03,3.652,,
TB,1993,165,1993-06-14,2.943,,
TB,1993,179,1993-06-28,,V,extcoef: Light not monotonically decreasing
TB,1993,196,1993-07-15,3.054,,
TB,1993,207,1993-07-26,2.994,,
TB,1993,221,1993-08-09,3.384,,
TB,1993,235,1993-08-23,2.673,,
TB,1993,252,1993-09-09,,V,extcoef: No light data
TB,1993,265,1993-09-22,3.757,,
TB,1993,280,1993-10-07,,V,extcoef: Insufficient light data
TB,1993,292,1993-10-19,,V,extcoef: Insufficient light data
TB,1993,306,1993-11-02,4.311,,
TB,1994,17,1994-01-17,,V,extcoef: No light data
TB,1994,55,1994-02-24,,V,extcoef: Insufficient light data
TB,1994,87,1994-03-28,,V,extcoef: Insufficient light data
TB,1994,123,1994-05-03,4.016,,
TB,1994,139,1994-05-19,2.706,,
TB,1994,153,1994-06-02,3.619,,
TB,1994,166,1994-06-15,3.201,,
TB,1994,179,1994-06-28,3.587,,
TB,1994,192,1994-07-11,2.78,,
TB,1994,206,1994-07-25,2.879,,
TB,1994,221,1994-08-09,2.46,,
TB,1994,234,1994-08-22,,V,extcoef: Light not monotonically decreasing
TB,1994,251,1994-09-08,2.829,,
TB,1994,263,1994-09-20,2.16,,
TB,1994,276,1994-10-03,2.932,,
TB,1994,291,1994-10-18,3.745,,
TB,1994,305,1994-11-01,3.714,,
TB,1994,318,1994-11-14,4.33,,
TB,1995,12,1995-01-12,,V,extcoef: Insufficient light data
TB,1995,45,1995-02-14,,V,extcoef: Insufficient light data
TB,1995,79,1995-03-20,,V,extcoef: Light not monotonically decreasing
TB,1995,121,1995-05-01,3.09,,
TB,1995,136,1995-05-16,,V,extcoef: Light not monotonically decreasing
TB,1995,152,1995-06-01,3.087,,
TB,1995,164,1995-06-13,2.968,,
TB,1995,179,1995-06-28,3.467,,
TB,1995,192,1995-07-11,3.159,,
TB,1995,206,1995-07-25,2.818,,
TB,1995,220,1995-08-08,2.752,,
TB,1995,233,1995-08-21,2.301,,
TB,1995,248,1995-09-05,2.462,,
TB,1995,262,1995-09-19,3.088,,
TB,1995,275,1995-10-02,2.744,,
TB,1995,290,1995-10-17,3.707,,
TB,1995,305,1995-11-01,,V,extcoef: Insufficient light data
TB,1995,313,1995-11-09,,V,extcoef: Insufficient light data
TB,1996,17,1996-01-17,,V,extcoef: Insufficient light data
TB,1996,52,1996-02-21,,V,extcoef: Insufficient light data
TB,1996,93,1996-04-02,,V,extcoef: Insufficient light data
TB,1996,131,1996-05-10,3.373,,
TB,1996,152,1996-05-31,3.21,,
TB,1996,164,1996-06-12,3.034,,
TB,1996,176,1996-06-24,3.066,,
TB,1996,193,1996-07-11,3.177,,
TB,1996,205,1996-07-23,2.664,,
TB,1996,219,1996-08-06,2.944,,
TB,1996,233,1996-08-20,6.368,,
TB,1996,248,1996-09-04,2.935,,
TB,1996,261,1996-09-17,3.466,,
TB,1996,277,1996-10-03,3.605,,
TB,1996,291,1996-10-17,3.174,,
TB,1996,309,1996-11-04,3.625,,
TB,1997,21,1997-01-21,,V,extcoef: Insufficient light data
TB,1997,49,1997-02-18,,V,extcoef: Insufficient light data
TB,1997,83,1997-03-24,,V,extcoef: Insufficient light data
TB,1997,125,1997-05-05,4.12,,
TB,1997,140,1997-05-20,3.55,,
TB,1997,155,1997-06-04,4.709,,
TB,1997,170,1997-06-19,3.129,,
TB,1997,184,1997-07-03,2.851,,
TB,1997,197,1997-07-16,,V,extcoef: Light not monotonically decreasing
TB,1997,209,1997-07-28,2.889,,
TB,1997,223,1997-08-11,,V,extcoef: No light data
TB,1997,237,1997-08-25,,V,extcoef: Insufficient light data
TB,1997,253,1997-09-10,3.063,,
TB,1997,267,1997-09-24,3.729,,
TB,1997,281,1997-10-08,2.809,,
TB,1997,294,1997-10-21,5.793,,
TB,1997,310,1997-11-06,3.834,,
TB,1998,19,1998-01-19,,V,extcoef: Insufficient light data
TB,1998,49,1998-02-18,,V,extcoef: Insufficient light data
TB,1998,75,1998-03-16,,V,extcoef: Insufficient light data
TB,1998,111,1998-04-21,3.61,,
TB,1998,126,1998-05-06,3.551,,
TB,1998,140,1998-05-20,3.056,,
TB,1998,153,1998-06-02,2.905,,
TB,1998,168,1998-06-17,2.651,,
TB,1998,182,1998-07-01,2.885,,
TB,1998,195,1998-07-14,,V,extcoef: Insufficient light data
TB,1998,208,1998-07-27,2.631,,
TB,1998,222,1998-08-10,2.451,,
TB,1998,239,1998-08-27,3.248,,
TB,1998,253,1998-09-10,3.318,,
TB,1998,266,1998-09-23,3.168,,
TB,1998,279,1998-10-06,,V,extcoef: Insufficient light data
TB,1998,292,1998-10-19,5.14,,
TB,1998,316,1998-11-12,4.87,,
TB,1999,22,1999-01-22,,V,extcoef: Insufficient light data
TB,1999,55,1999-02-24,,V,extcoef: Insufficient light data
TB,1999,82,1999-03-23,3.918,,
TB,1999,126,1999-05-06,2.814,,
TB,1999,138,1999-05-18,2.691,,
TB,1999,154,1999-06-03,3.323,,
TB,1999,165,1999-06-14,2.756,,
TB,1999,182,1999-07-01,3.331,,
TB,1999,193,1999-07-12,2.963,,
TB,1999,207,1999-07-26,2.893,,
TB,1999,223,1999-08-11,,V,extcoef: Light not monotonically decreasing
TB,1999,238,1999-08-26,3.408,,
TB,1999,253,1999-09-10,,V,extcoef: Insufficient light data
TB,1999,263,1999-09-20,4.177,,
TB,1999,279,1999-10-06,3.61,,
TB,1999,294,1999-10-21,6.535,,
TB,1999,308,1999-11-04,3.696,,
TB,2000,27,2000-01-27,,V,extcoef: Insufficient light data
TB,2000,52,2000-02-21,,V,extcoef: Insufficient light data
TB,2000,96,2000-04-05,4.328,,
TB,2000,108,2000-04-17,3.851,,
TB,2000,124,2000-05-03,4.3,,
TB,2000,136,2000-05-15,4.115,,
TB,2000,154,2000-06-02,4.418,,
TB,2000,164,2000-06-12,3.651,,
TB,2000,178,2000-06-26,4.418,,
TB,2000,193,2000-07-11,3.664,,
TB,2000,207,2000-07-25,3.386,,
TB,2000,222,2000-08-09,3.348,,
TB,2000,236,2000-08-23,3.473,,
TB,2000,249,2000-09-05,4.103,,
TB,2000,264,2000-09-20,2.217,,
TB,2000,278,2000-10-04,3.908,,
TB,2000,291,2000-10-17,,V,extcoef: Insufficient light data
TB,2000,304,2000-10-30,3.297,,
TB,2000,319,2000-11-14,0.321,,
TB,2001,24,2001-01-24,,V,extcoef: Insufficient light data
TB,2001,50,2001-02-19,,V,extcoef: Insufficient light data
TB,2001,93,2001-04-03,,V,extcoef: Insufficient light data
TB,2001,121,2001-05-01,3.957,,
TB,2001,136,2001-05-16,2.675,,
TB,2001,150,2001-05-30,2.352,,
TB,2001,163,2001-06-12,3.277,,
TB,2001,176,2001-06-25,3.329,,
TB,2001,190,2001-07-09,3.322,,
TB,2001,204,2001-07-23,4.245,,
TB,2001,219,2001-08-07,3.461,,
TB,2001,233,2001-08-21,3.027,,
TB,2001,249,2001-09-06,4.074,,
TB,2001,261,2001-09-18,4.605,,
TB,2001,274,2001-10-01,4.142,,
TB,2001,289,2001-10-16,3.282,,
TB,2001,303,2001-10-30,4.049,,
TB,2001,320,2001-11-16,3.337,,
TB,2002,17,2002-01-17,,V,extcoef: No light data
TB,2002,65,2002-03-06,,V,extcoef: Insufficient light data
TB,2002,102,2002-04-12,,V,extcoef: Light not monotonically decreasing
TB,2002,114,2002-04-24,,V,extcoef: Light not monotonically decreasing
TB,2002,127,2002-05-07,3.524,,
TB,2002,142,2002-05-22,3.068,,
TB,2002,155,2002-06-04,3.892,,
TB,2002,168,2002-06-17,2.778,,
TB,2002,182,2002-07-01,3.204,,
TB,2002,197,2002-07-16,3.265,,
TB,2002,212,2002-07-31,3.607,,
TB,2002,224,2002-08-12,3.112,,
TB,2002,239,2002-08-27,3.215,,
TB,2002,253,2002-09-10,2.691,,
TB,2002,267,2002-09-24,3.779,,
TB,2002,280,2002-10-07,3.313,,
TB,2002,295,2002-10-22,3.376,,
TB,2002,308,2002-11-04,,V,extcoef: Insufficient light data
TB,2003,35,2003-02-04,,V,extcoef: Insufficient light data
TB,2003,51,2003-02-20,,V,extcoef: Insufficient light data
TB,2003,92,2003-04-02,4.5,,
TB,2003,125,2003-05-05,4.667,,
TB,2003,132,2003-05-12,2.698,,
TB,2003,147,2003-05-27,,V,extcoef: No light data
TB,2003,163,2003-06-12,3.127,,
TB,2003,175,2003-06-24,3.482,,
TB,2003,191,2003-07-10,,V,extcoef: No light data
TB,2003,202,2003-07-21,3.652,,
TB,2003,217,2003-08-05,3.199,,
TB,2003,232,2003-08-20,3.495,,
TB,2003,247,2003-09-04,3.686,,
TB,2003,262,2003-09-19,3.724,,
TB,2003,272,2003-09-29,3.488,,
TB,2003,287,2003-10-14,4.472,,
TB,2003,300,2003-10-27,3.73,,
TB,2003,311,2003-11-07,4.003,,
TB,2004,21,2004-01-21,,V,extcoef: Insufficient light data
TB,2004,50,2004-02-19,,V,extcoef: Insufficient light data
TB,2004,89,2004-03-29,3.254,,
TB,2004,117,2004-04-26,,V,extcoef: No light data
TB,2004,134,2004-05-13,,V,extcoef: No light data
TB,2004,146,2004-05-25,3.966,,
TB,2004,161,2004-06-09,3.109,,
TB,2004,173,2004-06-21,3.494,,
TB,2004,188,2004-07-06,3.669,,
TB,2004,201,2004-07-19,3.328,,
TB,2004,216,2004-08-03,3.501,,
TB,2004,230,2004-08-17,,V,extcoef: Insufficient light data
TB,2004,244,2004-08-31,3.314,,
TB,2004,254,2004-09-10,3.807,,
TB,2004,272,2004-09-28,,V,extcoef: Insufficient light data
TB,2004,286,2004-10-12,4.392,,
TB,2004,300,2004-10-26,4.299,,
TB,2004,316,2004-11-11,,V,extcoef: No light data
TB,2005,20,2005-01-20,,V,extcoef: Insufficient light data
TB,2005,46,2005-02-15,,V,extcoef: No light data
TB,2005,90,2005-03-31,3.712,,
TB,2005,108,2005-04-18,1.959,,
TB,2005,124,2005-05-04,3.299,,
TB,2005,138,2005-05-18,3.231,,
TB,2005,145,2005-05-25,,V,extcoef: No light data
TB,2005,152,2005-06-01,3.243,,
TB,2005,161,2005-06-10,,V,extcoef: No light data
TB,2005,167,2005-06-16,3.234,,
TB,2005,175,2005-06-24,,V,extcoef: No light data
TB,2005,179,2005-06-28,3.54,,
TB,2005,192,2005-07-11,2.962,,
TB,2005,206,2005-07-25,1.486,,
TB,2005,220,2005-08-08,,V,extcoef: Light not monotonically decreasing
TB,2005,234,2005-08-22,2.688,,
TB,2005,251,2005-09-08,3.865,,
TB,2005,265,2005-09-22,3.982,,
TB,2005,278,2005-10-05,2.181,,
TB,2005,292,2005-10-19,4.645,,
TB,2005,321,2005-11-17,5.563,,
TB,2006,12,2006-01-12,,V,extcoef: Insufficient light data
TB,2006,53,2006-02-22,,V,extcoef: Insufficient light data
TB,2006,88,2006-03-29,2.509,,
TB,2006,108,2006-04-18,,V,extcoef: Light not monotonically decreasing
TB,2006,121,2006-05-01,,V,extcoef: Insufficient light data
TB,2006,138,2006-05-18,3.525,,
TB,2006,152,2006-06-01,2.79,,
TB,2006,163,2006-06-12,3.48,,
TB,2006,177,2006-06-26,3.356,,
TB,2006,192,2006-07-11,3.151,,
TB,2006,205,2006-07-24,3.05,,
TB,2006,220,2006-08-08,2.862,,
TB,2006,234,2006-08-22,2.879,,
TB,2006,250,2006-09-07,3.072,,
TB,2006,262,2006-09-19,2.925,,
TB,2006,275,2006-10-02,3.255,,
TB,2006,290,2006-10-17,2.34,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TB,2006,305,2006-11-01,4.246,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TB,2007,23,2007-01-23,,V,extcoef: Insufficient light data
TB,2007,52,2007-02-21,,V,extcoef: Insufficient light data
TB,2007,86,2007-03-27,4.428,,
TB,2007,115,2007-04-25,2.843,,
TB,2007,129,2007-05-09,2.764,,
TB,2007,142,2007-05-22,3.056,,
TB,2007,156,2007-06-05,3.208,,
TB,2007,169,2007-06-18,2.776,,
TB,2007,186,2007-07-05,3.039,,
TB,2007,198,2007-07-17,2.817,,
TB,2007,214,2007-08-02,3.291,,
TB,2007,225,2007-08-13,3.292,,
TB,2007,241,2007-08-29,2.92,,
TB,2007,256,2007-09-13,3.489,,
TB,2007,269,2007-09-26,2.814,,
TB,2007,282,2007-10-09,2.855,,
TB,2007,297,2007-10-24,3.149,,
TB,2007,319,2007-11-15,4.062,,
TB,2008,28,2008-01-28,,V,extcoef: Insufficient light data
TB,2008,56,2008-02-25,,V,extcoef: Insufficient light data
TB,2008,87,2008-03-27,,V,extcoef: Insufficient light data
TB,2008,129,2008-05-08,3.495,,
TB,2008,142,2008-05-21,2.033,,
TB,2008,155,2008-06-03,2.152,,
TB,2008,172,2008-06-20,2.693,,
TB,2008,182,2008-06-30,2.957,,
TB,2008,198,2008-07-16,3.227,,
TB,2008,210,2008-07-28,2.949,,
TB,2008,226,2008-08-13,3.269,,
TB,2008,239,2008-08-26,3.404,,
TB,2008,255,2008-09-11,2.833,,
TB,2008,267,2008-09-23,2.822,,
TB,2008,280,2008-10-06,3.518,,
TB,2008,295,2008-10-21,3.356,,
TB,2008,316,2008-11-11,3.5,,
TB,2009,22,2009-01-22,,V,extcoef: No light data
TB,2009,48,2009-02-17,1.502,,
TB,2009,84,2009-03-25,2.244,,
TB,2009,118,2009-04-28,3.149,,
TB,2009,134,2009-05-14,3.261,,
TB,2009,149,2009-05-29,,V,extcoef: Light not monotonically decreasing
TB,2009,160,2009-06-09,2.809,,
TB,2009,173,2009-06-22,2.95,,
TB,2009,187,2009-07-06,2.975,,
TB,2009,202,2009-07-21,2.914,,
TB,2009,217,2009-08-05,2.616,,
TB,2009,229,2009-08-17,2.645,,
TB,2009,245,2009-09-02,2.669,,
TB,2009,258,2009-09-15,2.345,,
TB,2009,271,2009-09-28,2.125,,
TB,2009,285,2009-10-12,2.65,,
TB,2009,300,2009-10-27,3.184,,
TB,2009,320,2009-11-16,3.035,,
TB,2010,14,2010-01-14,,V,extcoef: Insufficient light data
TB,2010,53,2010-02-22,,V,extcoef: Insufficient light data
TB,2010,103,2010-04-13,2.996,,
TB,2010,116,2010-04-26,2.736,,
TB,2010,131,2010-05-11,2.639,,
TB,2010,145,2010-05-25,2.357,,
TB,2010,161,2010-06-10,2.593,,
TB,2010,174,2010-06-23,2.089,,
TB,2010,188,2010-07-07,2.589,,
TB,2010,203,2010-07-22,2.052,,
TB,2010,215,2010-08-03,2.619,,
TB,2010,228,2010-08-16,2.21,,
TB,2010,244,2010-09-01,2.347,,
TB,2010,257,2010-09-14,2.148,,
TB,2010,271,2010-09-28,2.022,,
TB,2010,284,2010-10-11,2.393,,
TB,2010,299,2010-10-26,3.023,,
TB,2010,319,2010-11-15,2.79,,
TB,2011,24,2011-01-24,,V,extcoef: Insufficient light data
TB,2011,46,2011-02-15,,V,extcoef: Insufficient light data
TB,2011,75,2011-03-16,,V,extcoef: Insufficient light data
TB,2011,123,2011-05-03,,V,extcoef: Insufficient light data
TB,2011,138,2011-05-18,,V,extcoef: Insufficient light data
TB,2011,152,2011-06-01,,V,extcoef: Insufficient light data
TB,2011,165,2011-06-14,,V,extcoef: Insufficient light data
TB,2011,178,2011-06-27,,V,extcoef: Insufficient light data
TB,2011,194,2011-07-13,,V,extcoef: Insufficient light data
TB,2011,206,2011-07-25,,V,extcoef: Insufficient light data
TB,2011,221,2011-08-09,,V,extcoef: No light data
TB,2011,235,2011-08-23,,V,extcoef: Insufficient light data
TB,2011,252,2011-09-09,,V,extcoef: Insufficient light data
TB,2011,263,2011-09-20,,V,extcoef: Insufficient light data
TB,2011,276,2011-10-03,,V,extcoef: Insufficient light data
TB,2011,291,2011-10-18,,V,extcoef: Insufficient light data
TB,2011,305,2011-11-01,,V,extcoef: Insufficient light data
TB,2011,315,2011-11-11,,V,extcoef: Insufficient light data
TB,2012,10,2012-01-10,,,
TB,2012,51,2012-02-20,,,
TB,2012,93,2012-04-02,,,
TB,2012,107,2012-04-16,,,
TB,2012,123,2012-05-02,,,
TB,2012,136,2012-05-15,,,
TB,2012,151,2012-05-30,,,
TB,2012,163,2012-06-11,,,
TB,2012,178,2012-06-26,,,
TB,2012,193,2012-07-11,,,
TB,2012,205,2012-07-23,,,
TB,2012,222,2012-08-09,,,
TB,2012,234,2012-08-21,,,
TB,2012,251,2012-09-07,,,
TB,2012,263,2012-09-19,,,
TB,2012,276,2012-10-02,,,
TB,2012,290,2012-10-16,,,
TB,2012,304,2012-10-30,,,
TB,2012,310,2012-11-05,,,
TR,1981,112,1981-04-22,,V,extcoef: No light data
TR,1981,140,1981-05-20,,V,extcoef: No light data
TR,1981,154,1981-06-03,,V,extcoef: No light data
TR,1981,169,1981-06-18,,V,extcoef: No light data
TR,1981,183,1981-07-02,,V,extcoef: Insufficient light data
TR,1981,194,1981-07-13,0.42,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,210,1981-07-29,0.394,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,222,1981-08-10,0.45,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,238,1981-08-26,0.303,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,254,1981-09-11,,V,extcoef: Insufficient light data
TR,1981,264,1981-09-21,0.35,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,294,1981-10-21,,V,extcoef: Insufficient light data
TR,1981,337,1981-12-03,0.491,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1982,19,1982-01-19,,V,extcoef: No light data
TR,1982,61,1982-03-02,,V,extcoef: No light data
TR,1982,96,1982-04-06,,V,extcoef: No light data
TR,1982,133,1982-05-13,0.484,,
TR,1982,146,1982-05-26,,V,extcoef: Insufficient light data
TR,1982,159,1982-06-08,0.29,,
TR,1982,173,1982-06-22,0.319,,
TR,1982,188,1982-07-07,0.412,,
TR,1982,200,1982-07-19,,V,extcoef: No light data
TR,1982,215,1982-08-03,0.195,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1982,229,1982-08-17,0.387,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1982,253,1982-09-10,0.311,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1982,270,1982-09-27,0.467,,
TR,1982,277,1982-10-04,0.425,,
TR,1982,294,1982-10-21,0.43,,
TR,1982,312,1982-11-08,0.473,,
TR,1982,333,1982-11-29,0.458,,
TR,1983,10,1983-01-10,,V,extcoef: No light data
TR,1983,47,1983-02-16,,V,extcoef: No light data
TR,1983,88,1983-03-29,,V,extcoef: No light data
TR,1983,129,1983-05-09,0.478,,
TR,1983,144,1983-05-24,0.393,,
TR,1983,158,1983-06-07,0.373,,
TR,1983,171,1983-06-20,0.379,,
TR,1983,187,1983-07-06,0.404,,
TR,1983,199,1983-07-18,0.376,,
TR,1983,215,1983-08-03,0.375,,
TR,1983,227,1983-08-15,0.413,,
TR,1983,251,1983-09-08,,V,extcoef: Light not monotonically decreasing
TR,1983,270,1983-09-27,0.344,,
TR,1983,291,1983-10-18,0.398,,
TR,1983,321,1983-11-17,0.478,,
TR,1983,334,1983-11-30,,V,extcoef: No light data
TR,1984,9,1984-01-09,,V,extcoef: No light data
TR,1984,52,1984-02-21,,V,extcoef: No light data
TR,1984,102,1984-04-11,,V,extcoef: No light data
TR,1984,128,1984-05-07,0.406,,
TR,1984,143,1984-05-22,0.406,,
TR,1984,159,1984-06-07,0.31,,
TR,1984,171,1984-06-19,0.345,,
TR,1984,187,1984-07-05,0.307,,
TR,1984,198,1984-07-16,,V,extcoef: Light not monotonically decreasing
TR,1984,215,1984-08-02,0.33,,
TR,1984,228,1984-08-15,0.318,,
TR,1984,248,1984-09-04,0.402,,
TR,1984,270,1984-09-26,0.404,,
TR,1984,290,1984-10-16,0.35,,
TR,1984,311,1984-11-06,0.687,,
TR,1984,332,1984-11-27,0.448,,
TR,1985,8,1985-01-08,0.757,,
TR,1985,56,1985-02-25,0.363,,
TR,1985,84,1985-03-25,0.277,,
TR,1985,102,1985-04-12,,V,extcoef: No light data
TR,1985,120,1985-04-30,0.423,,
TR,1985,133,1985-05-13,0.452,,
TR,1985,148,1985-05-28,0.415,,
TR,1985,162,1985-06-11,0.341,,
TR,1985,177,1985-06-26,0.351,,
TR,1985,189,1985-07-08,0.354,,
TR,1985,206,1985-07-25,0.357,,
TR,1985,218,1985-08-06,0.27,,
TR,1985,232,1985-08-20,0.348,,
TR,1985,255,1985-09-12,0.354,,
TR,1985,275,1985-10-02,,V,extcoef: No light data
TR,1985,294,1985-10-21,0.516,,
TR,1985,319,1985-11-15,0.664,,
TR,1986,9,1986-01-09,0.508,,
TR,1986,63,1986-03-04,0.274,,
TR,1986,93,1986-04-03,0.315,,
TR,1986,112,1986-04-22,0.479,,
TR,1986,127,1986-05-07,0.448,,
TR,1986,141,1986-05-21,0.382,,
